address;source_location;insn;indent
0x33259;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;LEA	(%RCX,%R8,8),%R12;(234) 
0x3325d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x30(%RSP),%RDX;(234) 
0x33262;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R8,0x2d0(%RSP);(234) 
0x3326a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R8,%R13;(234) 
0x3326e;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	%R12,0x4e0(%RSP);(234) 
0x33276;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%R15),%R11;(234) 
0x3327a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R8,%R10;(234) 
0x3327e;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RAX),%R15;(234) 
0x33282;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RDX),%R12;(234) 
0x33286;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	(%RSI),%R8;(234) 
0x3328a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RDX),%R14;(234) 
0x3328d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x20(%RSP),%RDX;(234) 
0x33292;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R15,0x98(%RSP);(234) 
0x3329a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R13,0x90(%RSP);(234) 
0x332a2;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RSI),%R13;(234) 
0x332a6;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RDX),%RAX;(234) 
0x332a9;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RDX),%R15;(234) 
0x332ad;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R8,0x88(%RSP);(234) 
0x332b5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:171;LEA	0x1(%RDI),%R8D;(234) 
0x332b9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:178;MOVSXD	%EDI,%RDI;(234) 
0x332bc;/usr/include/c++/13/bits/stl_algobase.h:238;MOV	0x124(%RSP),%EDX;(234) 
0x332c3;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:171;MOV	%R8D,0x120(%RSP);(234) 
0x332cb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:174;MOVSXD	%R8D,%R8;(234) 
0x332ce;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:178;MOV	%RDI,0x128(%RSP);(234) 
0x332d6;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:169;MOV	0x54(%RSP),%EDI;(234) 
0x332da;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%RAX,0x1f0(%RSP);(234) 
0x332e2;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	-0x1(%R9),%EAX;(234) 
0x332e6;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:169;ADD	$0x2,%EDI;(234) 
0x332e9;/usr/include/c++/13/bits/stl_algobase.h:238;CMP	%EDX,%EDI;(234) 
0x332eb;/usr/include/c++/13/bits/stl_algobase.h:238;CMOVLE	%EDI,%EDX;(234) 
0x332ee;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;MOVSXD	%EDX,%RDX;(234) 
0x332f1;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;CMP	$0x6,%EAX;(234) 
0x332f4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;JBE	340c6 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.6+0xff6>;(234) 
0x332fa;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;MOVSXD	0x2f8(%RSP),%RAX;(234) 
0x33302;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVQ	%R8,%XMM2;(234) 
0x33307;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;MOV	0x90(%RSP),%R8;(234) 
0x3330f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVQ	%RDX,%XMM6;(234) 
0x33314;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VPBROADCASTQ	0x1f8(%RSP),%YMM9;(234) 
0x3331e;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VPBROADCASTQ	0x1f0(%RSP),%YMM14;(234) 
0x33328;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVQ	%R14,%XMM10;(234) 
0x3332d;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R9D,0x2c0(%RSP);(234) 
0x33335;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;LEA	(%R10,%RAX,1),%RSI;(234) 
0x33339;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;LEA	(%R8,%RAX,1),%RDX;(234) 
0x3333d;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVD	%EAX,%XMM0;(234) 
0x33341;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTQ	0x2d0(%RSP),%YMM4;(234) 
0x3334b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;LEA	(%R11,%RSI,8),%RSI;(234) 
0x3334f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTD	%XMM0,%YMM1;(234) 
0x33354;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTQ	%XMM10,%YMM11;(234) 
0x33359;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTQ	0x128(%RSP),%YMM8;(234) 
0x33363;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%RSI,0x1e0(%RSP);(234) 
0x3336b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	0x98(%RSP),%RSI;(234) 
0x33373;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTQ	%XMM2,%YMM3;(234) 
0x33378;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTQ	%XMM6,%YMM7;(234) 
0x3337d;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R11,0x80(%RSP);(234) 
0x33385;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPSRLQ	$0x20,%YMM9,%YMM12;(234) 
0x3338b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPSRLQ	$0x20,%YMM11,%YMM13;(234) 
0x33391;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPADDD	0x3cdc7(%RIP),%YMM1,%YMM5;(234) 
0x33399;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;LEA	(%RSI,%RDX,8),%R8;(234) 
0x3339d;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	0x88(%RSP),%RDX;(234) 
0x333a5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R9D,%ESI;(234) 
0x333a8;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R10,0x78(%RSP);(234) 
0x333ad;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R8,0x138(%RSP);(234) 
0x333b5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	$0x8,%R8D;(234) 
0x333bb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;SHR	$0x3,%ESI;(234) 
0x333be;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPSRLQ	$0x20,%YMM14,%YMM15;(234) 
0x333c4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;ADD	%RDX,%RAX;(234) 
0x333c7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVD	%R8D,%XMM0;(234) 
0x333cc;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R14,0x70(%RSP);(234) 
0x333d1;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;SAL	$0x6,%RSI;(234) 
0x333d5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;LEA	(%R13,%RAX,8),%RAX;(234) 
0x333da;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%R13,0x68(%RSP);(234) 
0x333df;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBROADCASTD	%XMM0,%YMM1;(234) 
0x333e4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%RCX,%R8;(234) 
0x333e7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%RAX,0x130(%RSP);(234) 
0x333ef;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%EDI,0x64(%RSP);(234) 
0x333f3;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	%RSI,0x1e8(%RSP);(234) 
0x333fb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;XOR	%ESI,%ESI;(234) 
0x333fd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM5,0x300(%RSP);(234) 
0x33406;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM11,%YMM5;(234) 
0x3340a;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM3,0x1c0(%RSP);(234) 
0x33413;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM4,0x1a0(%RSP);(234) 
0x3341c;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM7,0x180(%RSP);(234) 
0x33425;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM8,0x160(%RSP);(234) 
0x3342e;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM9,0x140(%RSP);(234) 
0x33437;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM12,0xe0(%RSP);(234) 
0x33440;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM13,0xa0(%RSP);(234) 
0x33449;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM15,0xc0(%RSP);(234) 
0x33452;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;VMOVDQA	%YMM1,0x100(%RSP);(234) 
0x3345b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:175;NOPL	(%RAX,%RAX,1);(234) 
0x33460;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;MOV	0x1e0(%RSP),%R9;  (236) 
0x33468;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVDQA	0x300(%RSP),%YMM2;  (236) 
0x33471;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VXORPD	%XMM11,%XMM11,%XMM11;  (236) 
0x33476;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVDQA	0x1a0(%RSP),%YMM13;  (236) 
0x3347f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVDQA	0x160(%RSP),%YMM9;  (236) 
0x33488;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVUPD	(%R9,%RSI,1),%YMM8;  (236) 
0x3348e;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVUPD	0x20(%R9,%RSI,1),%YMM7;  (236) 
0x33495;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VEXTRACTI128	$0x1,%YMM2,%XMM6;  (236) 
0x3349b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPMOVSXDQ	%XMM2,%YMM15;  (236) 
0x334a0;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPADDD	0x100(%RSP),%YMM2,%YMM4;  (236) 
0x334a9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPMOVSXDQ	%XMM6,%YMM12;  (236) 
0x334ae;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVDQA	0x1c0(%RSP),%YMM6;  (236) 
0x334b7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VCMPPD	$0x1,%YMM8,%YMM11,%YMM1;  (236) 
0x334bd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VCMPPD	$0x1,%YMM7,%YMM11,%YMM0;  (236) 
0x334c2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVAPD	%YMM8,0x400(%RSP);  (236) 
0x334cb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVDQA	%YMM4,0x300(%RSP);  (236) 
0x334d4;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;VMOVDQA	0x180(%RSP),%YMM4;  (236) 
0x334dd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VMOVAPD	%YMM7,0x3e0(%RSP);  (236) 
0x334e6;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBLENDVB	%YMM1,%YMM6,%YMM13,%YMM8;  (236) 
0x334ec;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBLENDVB	%YMM0,%YMM6,%YMM13,%YMM7;  (236) 
0x334f2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBLENDVB	%YMM1,%YMM13,%YMM6,%YMM10;  (236) 
0x334f8;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBLENDVB	%YMM1,%YMM6,%YMM4,%YMM3;  (236) 
0x334fe;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBLENDVB	%YMM0,%YMM6,%YMM4,%YMM2;  (236) 
0x33504;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:163;VPBLENDVB	%YMM0,%YMM13,%YMM6,%YMM13;  (236) 
0x3350a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;VMOVDQA	0xe0(%RSP),%YMM6;  (236) 
0x33513;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;VPBLENDVB	%YMM1,%YMM9,%YMM4,%YMM1;  (236) 
0x33519;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;VPBLENDVB	%YMM0,%YMM9,%YMM4,%YMM0;  (236) 
0x3351f;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;VMOVDQA	0x140(%RSP),%YMM9;  (236) 
